NO_CURSO,Rede,Grau,NO_REGIAO_IES,QT_ING_TOTAL,QT_DESV_TOTAL,ano
Acupuntura,Privada,Tecnólogo,Sul,135,20,2023
Administração,Privada,Bacharelado,Centro-Oeste,8776,4857,2023
Administração,Privada,Bacharelado,Nordeste,7940,2680,2023
Administração,Privada,Bacharelado,Norte,861,429,2023
Administração,Privada,Bacharelado,Sudeste,74765,35705,2023
Administração,Privada,Bacharelado,Sul,122517,75386,2023
Administração,Pública,Bacharelado,Nordeste,86,19,2023
Administração,Pública,Bacharelado,Sudeste,5436,1186,2023
Administração,Pública,Bacharelado,Sul,42,18,2023
Administração Pública,Privada,Bacharelado,Centro-Oeste,165,87,2023
Administração Pública,Privada,Bacharelado,Nordeste,4,1,2023
Administração Pública,Privada,Bacharelado,Sudeste,968,395,2023
Administração Pública,Privada,Bacharelado,Sul,2893,1147,2023
Administração Pública,Pública,Bacharelado,Centro-Oeste,191,67,2023
Administração Pública,Pública,Bacharelado,Nordeste,802,81,2023
Administração Pública,Pública,Bacharelado,Sudeste,521,77,2023
Administração Rural,Privada,Tecnólogo,Sul,183,54,2023
Agente Comunitário,Privada,Tecnólogo,Sul,136,0,2023
Agente Comunitário De Saúde E Endemias,Privada,Tecnólogo,Sul,1048,282,2023
Agricultura,Privada,Tecnólogo,Sul,909,313,2023
Agrimensura,Privada,Tecnólogo,Sul,81,28,2023
Agrocomputação,Privada,Tecnólogo,Sul,627,148,2023
Agroecologia,Privada,Tecnólogo,Sudeste,69,0,2023
Agronegócio,Privada,Bacharelado,Sul,55,21,2023
Agronegócio,Privada,Tecnólogo,Centro-Oeste,738,444,2023
Agronegócio,Privada,Tecnólogo,Nordeste,16,10,2023
Agronegócio,Privada,Tecnólogo,Sudeste,51,37,2023
Agronegócio,Privada,Tecnólogo,Sul,1955,1423,2023
Agronomia,Privada,Bacharelado,Centro-Oeste,529,264,2023
Agronomia,Privada,Bacharelado,Nordeste,16,1,2023
Agronomia,Privada,Bacharelado,Sudeste,3534,561,2023
Agronomia,Privada,Bacharelado,Sul,20378,10512,2023
Agronomia,Privada,Tecnólogo,Sul,2000,661,2023
Andragogia,Privada,Licenciatura,Sul,102,11,2023
Animação,Privada,Bacharelado,Sudeste,4,2,2023
Antropologia,Privada,Bacharelado,Sul,696,212,2023
Análise De Dados,Privada,Tecnólogo,Sudeste,33,12,2023
Análise E Desenvolvimento De Sistemas,Privada,Tecnólogo,Centro-Oeste,6127,2735,2023
Análise E Desenvolvimento De Sistemas,Privada,Tecnólogo,Nordeste,7587,2543,2023
Análise E Desenvolvimento De Sistemas,Privada,Tecnólogo,Norte,547,91,2023
Análise E Desenvolvimento De Sistemas,Privada,Tecnólogo,Sudeste,64416,25307,2023
Análise E Desenvolvimento De Sistemas,Privada,Tecnólogo,Sul,76962,37935,2023
Análise E Desenvolvimento De Sistemas,Pública,Tecnólogo,Nordeste,213,93,2023
Análise E Desenvolvimento De Sistemas,Pública,Tecnólogo,Norte,143,0,2023
Análise E Desenvolvimento De Sistemas,Pública,Tecnólogo,Sudeste,80,6,2023
Análise E Desenvolvimento De Sistemas,Pública,Tecnólogo,Sul,108,22,2023
Análises Clínicas,Privada,Tecnólogo,Sul,74,17,2023
Arqueologia,Privada,Bacharelado,Sudeste,79,4,2023
Arquitetura De Dados,Privada,Tecnólogo,Centro-Oeste,70,51,2023
Arquitetura De Dados,Privada,Tecnólogo,Sudeste,61,30,2023
Arquitetura De Dados,Privada,Tecnólogo,Sul,333,193,2023
Arquitetura E Urbanismo,Privada,Bacharelado,Centro-Oeste,168,91,2023
Arquitetura E Urbanismo,Privada,Bacharelado,Nordeste,478,210,2023
Arquitetura E Urbanismo,Privada,Bacharelado,Norte,61,43,2023
Arquitetura E Urbanismo,Privada,Bacharelado,Sudeste,2730,1167,2023
Arquitetura E Urbanismo,Privada,Bacharelado,Sul,6635,3224,2023
Arquivologia,Privada,Bacharelado,Sul,746,238,2023
Artes,Privada,Licenciatura,Sudeste,72,28,2023
Artes,Privada,Licenciatura,Sul,689,8,2023
Artes Cênicas,Privada,Licenciatura,Nordeste,2,1,2023
Artes Cênicas,Privada,Licenciatura,Sudeste,27,7,2023
Artes Visuais,Privada,Bacharelado,Centro-Oeste,168,99,2023
Artes Visuais,Privada,Bacharelado,Sudeste,144,61,2023
Artes Visuais,Privada,Bacharelado,Sul,1543,599,2023
Artes Visuais,Privada,Licenciatura,Centro-Oeste,303,129,2023
Artes Visuais,Privada,Licenciatura,Nordeste,14,3,2023
Artes Visuais,Privada,Licenciatura,Sudeste,5011,2532,2023
Artes Visuais,Privada,Licenciatura,Sul,8011,3585,2023
Artes Visuais,Privada,Tecnólogo,Nordeste,18,6,2023
Artes Visuais,Privada,Tecnólogo,Sudeste,72,33,2023
Artes Visuais,Pública,Licenciatura,Centro-Oeste,295,19,2023
Artes Visuais,Pública,Licenciatura,Nordeste,227,41,2023
Ascensão Feminina E Liderança,Privada,Tecnólogo,Sul,7,6,2023
Assessoria Executiva Digital,Privada,Tecnólogo,Sul,35,13,2023
Auditoria Em Saúde,Privada,Tecnólogo,Sul,119,30,2023
Automação Industrial,Privada,Tecnólogo,Centro-Oeste,76,16,2023
Automação Industrial,Privada,Tecnólogo,Sudeste,1499,381,2023
Automação Industrial,Privada,Tecnólogo,Sul,3225,1152,2023
Banco De Dados,Privada,Tecnólogo,Centro-Oeste,78,30,2023
Banco De Dados,Privada,Tecnólogo,Nordeste,87,17,2023
Banco De Dados,Privada,Tecnólogo,Sudeste,2017,816,2023
Banco De Dados,Privada,Tecnólogo,Sul,939,216,2023
Banco De Dados E Armazenamento De Big Data,Privada,Tecnólogo,Centro-Oeste,36,29,2023
Biblioteconomia,Privada,Bacharelado,Sudeste,1780,178,2023
Biblioteconomia,Privada,Bacharelado,Sul,2208,916,2023
Big Data E Inteligência Analítica,Privada,Tecnólogo,Centro-Oeste,7,5,2023
Big Data E Inteligência Analítica,Privada,Tecnólogo,Nordeste,11,4,2023
Big Data E Inteligência Analítica,Privada,Tecnólogo,Sudeste,578,339,2023
Big Data E Inteligência Analítica,Privada,Tecnólogo,Sul,682,357,2023
Big Data E Inteligência Artificial,Privada,Tecnólogo,Centro-Oeste,99,89,2023
Biologia,Privada,Bacharelado,Sul,71,33,2023
Biologia,Privada,Licenciatura,Nordeste,66,23,2023
Biologia,Privada,Licenciatura,Norte,1,0,2023
Biologia,Privada,Licenciatura,Sudeste,427,214,2023
Biologia,Privada,Licenciatura,Sul,41,18,2023
Biomedicina,Privada,Bacharelado,Centro-Oeste,1233,553,2023
Biomedicina,Privada,Bacharelado,Nordeste,1427,510,2023
Biomedicina,Privada,Bacharelado,Norte,213,134,2023
Biomedicina,Privada,Bacharelado,Sudeste,21079,9140,2023
Biomedicina,Privada,Bacharelado,Sul,30530,18204,2023
Blockchain E Criptografia Digital,Privada,Tecnólogo,Sudeste,23,5,2023
"Blockchain, Criptomoedas E Finanças Na Era Digital",Privada,Tecnólogo,Centro-Oeste,87,49,2023
"Blockchain, Criptomoedas E Finanças Na Era Digital",Privada,Tecnólogo,Sudeste,79,32,2023
"Blockchain, Criptomoedas E Finanças Na Era Digital",Privada,Tecnólogo,Sul,459,267,2023
Cibersegurança,Privada,Tecnólogo,Centro-Oeste,300,186,2023
Cibersegurança,Privada,Tecnólogo,Sudeste,179,85,2023
Cibersegurança,Privada,Tecnólogo,Sul,2903,1107,2023
Cinema E Audiovisual,Privada,Bacharelado,Sudeste,1,0,2023
Ciência  De Dados E Big Data,Privada,Tecnólogo,Sudeste,126,0,2023
Ciência Da Computação,Privada,Bacharelado,Centro-Oeste,463,62,2023
Ciência Da Computação,Privada,Bacharelado,Nordeste,760,128,2023
Ciência Da Computação,Privada,Bacharelado,Sudeste,3782,1901,2023
Ciência Da Computação,Privada,Bacharelado,Sul,6270,2299,2023
Ciência Da Computação,Privada,Licenciatura,Sul,216,27,2023
Ciência Da Computação,Pública,Licenciatura,Nordeste,25,14,2023
Ciência Da Criatividade,Privada,Tecnólogo,Sul,146,0,2023
Ciência Da Felicidade,Privada,Tecnólogo,Sul,1132,63,2023
Ciência Da Religião,Privada,Licenciatura,Sudeste,63,0,2023
Ciência De Dados,Privada,Bacharelado,Sudeste,160,0,2023
Ciência De Dados,Privada,Bacharelado,Sul,9,4,2023
Ciência De Dados,Privada,Tecnólogo,Centro-Oeste,281,161,2023
Ciência De Dados,Privada,Tecnólogo,Nordeste,83,22,2023
Ciência De Dados,Privada,Tecnólogo,Sudeste,3869,1466,2023
Ciência De Dados,Privada,Tecnólogo,Sul,3788,1109,2023
Ciência De Dados,Pública,Bacharelado,Sudeste,2894,2030,2023
Ciência De Dados E Inteligência Artificial,Privada,Bacharelado,Nordeste,39,22,2023
Ciência De Dados E Inteligência Artificial,Privada,Bacharelado,Sudeste,25,15,2023
Ciência De Dados E Inteligência Artificial,Privada,Bacharelado,Sul,230,19,2023
Ciência Dos Dados,Pública,Tecnólogo,Centro-Oeste,548,102,2023
Ciência E Tecnologia,Pública,Bacharelado,Centro-Oeste,937,231,2023
Ciência Econômica,Privada,Bacharelado,Centro-Oeste,85,24,2023
Ciência Econômica,Privada,Bacharelado,Nordeste,13,2,2023
Ciência Econômica,Privada,Bacharelado,Norte,18,9,2023
Ciência Econômica,Privada,Bacharelado,Sudeste,145,117,2023
Ciência Econômica,Privada,Bacharelado,Sul,54,23,2023
Ciência Política,Privada,Bacharelado,Centro-Oeste,18,3,2023
Ciência Política,Privada,Bacharelado,Nordeste,7,5,2023
Ciência Política,Privada,Bacharelado,Norte,1,0,2023
Ciência Política,Privada,Bacharelado,Sudeste,425,197,2023
Ciência Política,Privada,Bacharelado,Sul,984,363,2023
Ciência Política,Privada,Tecnólogo,Centro-Oeste,62,9,2023
Ciências Aeronáuticas,Privada,Bacharelado,Nordeste,291,158,2023
Ciências Aeronáuticas,Privada,Bacharelado,Norte,13,5,2023
Ciências Aeronáuticas,Privada,Bacharelado,Sudeste,50,31,2023
Ciências Aeronáuticas,Privada,Bacharelado,Sul,288,107,2023
Ciências Agrárias,Pública,Licenciatura,Nordeste,30,5,2023
Ciências Biológicas,Privada,Bacharelado,Centro-Oeste,68,18,2023
Ciências Biológicas,Privada,Bacharelado,Nordeste,12,5,2023
Ciências Biológicas,Privada,Bacharelado,Sudeste,3257,1511,2023
Ciências Biológicas,Privada,Bacharelado,Sul,1564,626,2023
Ciências Biológicas,Privada,Licenciatura,Centro-Oeste,122,34,2023
Ciências Biológicas,Privada,Licenciatura,Nordeste,147,43,2023
Ciências Biológicas,Privada,Licenciatura,Norte,21,7,2023
Ciências Biológicas,Privada,Licenciatura,Sudeste,4231,1821,2023
Ciências Biológicas,Privada,Licenciatura,Sul,7230,3507,2023
Ciências Biológicas,Pública,Licenciatura,Nordeste,1161,357,2023
Ciências Biológicas,Pública,Licenciatura,Norte,420,10,2023
Ciências Biológicas,Pública,Licenciatura,Sudeste,648,200,2023
Ciências Biológicas,Pública,Licenciatura,Sul,182,32,2023
Ciências Contábeis,Privada,Bacharelado,Centro-Oeste,3514,1722,2023
Ciências Contábeis,Privada,Bacharelado,Nordeste,4102,1459,2023
Ciências Contábeis,Privada,Bacharelado,Norte,400,150,2023
Ciências Contábeis,Privada,Bacharelado,Sudeste,37035,18315,2023
Ciências Contábeis,Privada,Bacharelado,Sul,54139,32347,2023
Ciências Contábeis,Pública,Bacharelado,Nordeste,503,48,2023
Ciências Contábeis,Pública,Bacharelado,Sudeste,772,144,2023
Ciências Contábeis,Pública,Bacharelado,Sul,40,7,2023
Ciências Da Computação,Privada,Bacharelado,Centro-Oeste,318,150,2023
Ciências Da Computação,Privada,Bacharelado,Nordeste,102,78,2023
Ciências Da Computação,Privada,Bacharelado,Sudeste,8524,2608,2023
Ciências Da Computação,Privada,Bacharelado,Sul,2482,1017,2023
Ciências Da Natureza,Privada,Bacharelado,Centro-Oeste,2,0,2023
Ciências Da Natureza,Privada,Bacharelado,Sudeste,127,37,2023
Ciências Da Natureza,Privada,Bacharelado,Sul,31,8,2023
Ciências Da Religião,Privada,Licenciatura,Nordeste,5,0,2023
Ciências Da Religião,Privada,Licenciatura,Sudeste,6,0,2023
Ciências Da Religião,Privada,Licenciatura,Sul,815,196,2023
Ciências Da Religião - Ensino Religioso,Privada,Licenciatura,Nordeste,6,6,2023
Ciências De Dados,Privada,Tecnólogo,Centro-Oeste,70,14,2023
Ciências De Dados,Privada,Tecnólogo,Nordeste,241,72,2023
Ciências De Dados,Privada,Tecnólogo,Sudeste,4,0,2023
Ciências De Dados,Privada,Tecnólogo,Sul,1217,774,2023
Ciências De Dados E Análise De Comportamento,Privada,Tecnólogo,Sul,696,454,2023
Ciências Econômicas,Privada,Bacharelado,Centro-Oeste,380,175,2023
Ciências Econômicas,Privada,Bacharelado,Nordeste,168,80,2023
Ciências Econômicas,Privada,Bacharelado,Norte,12,7,2023
Ciências Econômicas,Privada,Bacharelado,Sudeste,5006,2429,2023
Ciências Econômicas,Privada,Bacharelado,Sul,5764,2765,2023
Ciências Econômicas,Pública,Bacharelado,Sudeste,28,13,2023
Ciências Exatas,Privada,Bacharelado,Centro-Oeste,8,2,2023
Ciências Exatas,Privada,Bacharelado,Sudeste,383,78,2023
Ciências Exatas,Privada,Bacharelado,Sul,89,28,2023
Ciências Humanas,Privada,Bacharelado,Centro-Oeste,6,3,2023
Ciências Humanas,Privada,Bacharelado,Sudeste,99,21,2023
Ciências Humanas,Privada,Bacharelado,Sul,39,8,2023
Ciências Jurídicas E Sociais,Privada,Tecnólogo,Sul,132,24,2023
Ciências Naturais E Matemática,Pública,Licenciatura,Centro-Oeste,64,34,2023
Ciências Políticas,Privada,Bacharelado,Centro-Oeste,116,61,2023
Ciências Políticas,Privada,Bacharelado,Nordeste,35,11,2023
Ciências Políticas,Privada,Bacharelado,Norte,1,1,2023
Ciências Políticas,Privada,Bacharelado,Sudeste,421,107,2023
Ciências Políticas,Privada,Bacharelado,Sul,651,321,2023
Ciências Sociais,Privada,Bacharelado,Centro-Oeste,10,4,2023
Ciências Sociais,Privada,Bacharelado,Sudeste,292,63,2023
Ciências Sociais,Privada,Bacharelado,Sul,101,20,2023
Ciências Sociais,Privada,Licenciatura,Nordeste,9,4,2023
Ciências Sociais,Privada,Licenciatura,Sudeste,656,294,2023
Ciências Sociais,Privada,Licenciatura,Sul,60,19,2023
"Ciências: Biologia, Física E Química",Pública,Licenciatura,Norte,152,2,2023
Coach Digital,Privada,Tecnólogo,Nordeste,5,1,2023
Coaching E Desenvolvimento Humano,Privada,Tecnólogo,Centro-Oeste,242,149,2023
Coaching E Desenvolvimento Humano,Privada,Tecnólogo,Sudeste,204,101,2023
Coaching E Desenvolvimento Humano,Privada,Tecnólogo,Sul,1878,847,2023
Coaching E Mentoring,Privada,Tecnólogo,Nordeste,47,23,2023
Coaching E Mentoring,Privada,Tecnólogo,Norte,7,3,2023
Coaching E Mentoring,Privada,Tecnólogo,Sudeste,228,94,2023
Coaching E Mentoring,Privada,Tecnólogo,Sul,15,4,2023
Coding,Privada,Tecnólogo,Nordeste,42,13,2023
Coding,Privada,Tecnólogo,Sudeste,53,22,2023
Coding,Privada,Tecnólogo,Sul,16,6,2023
Computação,Privada,Licenciatura,Centro-Oeste,12,2,2023
Computação,Privada,Licenciatura,Sudeste,320,130,2023
Computação,Privada,Licenciatura,Sul,70,20,2023
Computação,Pública,Licenciatura,Nordeste,393,108,2023
Computação,Pública,Licenciatura,Sudeste,155,62,2023
Computação,Pública,Licenciatura,Sul,142,24,2023
Computação E Informática,Pública,Licenciatura,Nordeste,339,45,2023
Computação E Informática,Pública,Licenciatura,Sul,141,4,2023
Computação E Robótica Educativa,Pública,Licenciatura,Sul,116,37,2023
Computação Em Nuvem,Privada,Tecnólogo,Centro-Oeste,107,46,2023
Computação Em Nuvem,Privada,Tecnólogo,Nordeste,27,5,2023
Computação Em Nuvem,Privada,Tecnólogo,Norte,7,1,2023
Computação Em Nuvem,Privada,Tecnólogo,Sudeste,109,40,2023
Computação Em Nuvem,Privada,Tecnólogo,Sul,444,216,2023
Comunicação Assistiva,Privada,Tecnólogo,Sul,51,51,2023
Comunicação Digital,Privada,Tecnólogo,Sudeste,25,0,2023
Comunicação Digital,Privada,Tecnólogo,Sul,9,4,2023
Comunicação Digital E Redes Sociais,Privada,Tecnólogo,Sudeste,14,2,2023
Comunicação E Inteligência De Mercado,Privada,Bacharelado,Sul,2,2,2023
Comunicação E Marketing,Privada,Bacharelado,Nordeste,3,1,2023
Comunicação E Marketing,Privada,Bacharelado,Sudeste,293,152,2023
Comunicação Institucional,Privada,Tecnólogo,Centro-Oeste,6,2,2023
Comunicação Institucional,Privada,Tecnólogo,Nordeste,35,5,2023
Comunicação Institucional,Privada,Tecnólogo,Sudeste,349,113,2023
Comunicação Institucional,Privada,Tecnólogo,Sul,439,101,2023
Comunicação Social - Publicidade E Propaganda,Privada,Bacharelado,Centro-Oeste,18,0,2023
Comunicação Social - Publicidade E Propaganda,Privada,Bacharelado,Sudeste,505,197,2023
Comunicação Social - Publicidade E Propaganda,Privada,Bacharelado,Sul,1522,427,2023
Comunicação Social - Publicidade E Propaganda E Mídias Digitais,Privada,Bacharelado,Sudeste,85,34,2023
Comércio Exterior,Privada,Bacharelado,Sul,46,38,2023
Comércio Exterior,Privada,Tecnólogo,Centro-Oeste,361,183,2023
Comércio Exterior,Privada,Tecnólogo,Nordeste,263,76,2023
Comércio Exterior,Privada,Tecnólogo,Sudeste,4635,1918,2023
Comércio Exterior,Privada,Tecnólogo,Sul,5524,2492,2023
Comércio Exterior,Pública,Tecnólogo,Sudeste,15,3,2023
"Conciliação, Mediação E Arbitragem",Privada,Tecnólogo,Sudeste,75,28,2023
"Conciliação, Mediação E Arbitragem",Privada,Tecnólogo,Sul,4,2,2023
Construção De Edifícios,Privada,Tecnólogo,Sudeste,30,10,2023
Construção De Edifícios,Privada,Tecnólogo,Sul,472,161,2023
Controle De Obras,Privada,Tecnólogo,Sudeste,13,0,2023
Controle De Obras,Privada,Tecnólogo,Sul,225,66,2023
Cozinha Contemporânea,Privada,Tecnólogo,Centro-Oeste,17,3,2023
Cozinha Contemporânea,Privada,Tecnólogo,Sudeste,472,199,2023
Cozinha Contemporânea,Privada,Tecnólogo,Sul,136,36,2023
Criminologia,Privada,Bacharelado,Centro-Oeste,1042,641,2023
Criminologia,Privada,Bacharelado,Nordeste,8,6,2023
Criminologia,Privada,Bacharelado,Sudeste,905,500,2023
Criminologia,Privada,Bacharelado,Sul,7655,4649,2023
Criminologia,Privada,Tecnólogo,Nordeste,14,10,2023
Criminologia,Privada,Tecnólogo,Sudeste,1056,554,2023
Criminologia,Privada,Tecnólogo,Sul,7969,2283,2023
Dança,Privada,Licenciatura,Sul,1853,921,2023
Dança,Pública,Licenciatura,Nordeste,113,31,2023
Data Science,Privada,Tecnólogo,Centro-Oeste,40,9,2023
Data Science,Privada,Tecnólogo,Nordeste,173,69,2023
Data Science,Privada,Tecnólogo,Norte,15,5,2023
Data Science,Privada,Tecnólogo,Sudeste,416,91,2023
Defesa Cibernética,Privada,Tecnólogo,Centro-Oeste,39,2,2023
Defesa Cibernética,Privada,Tecnólogo,Nordeste,141,14,2023
Defesa Cibernética,Privada,Tecnólogo,Sudeste,2063,663,2023
Defesa Cibernética,Privada,Tecnólogo,Sul,753,142,2023
Defesa Médica Hospitalar,Privada,Tecnólogo,Sul,181,40,2023
Desenvolvimento Back-End,Privada,Tecnólogo,Centro-Oeste,133,85,2023
Desenvolvimento Back-End,Privada,Tecnólogo,Nordeste,2,1,2023
Desenvolvimento Back-End,Privada,Tecnólogo,Sudeste,351,135,2023
Desenvolvimento Back-End,Privada,Tecnólogo,Sul,553,340,2023
Desenvolvimento De Aplicativos Móveis,Privada,Tecnólogo,Sul,388,92,2023
Desenvolvimento De Aplicativos Para Dispositivos Móveis,Privada,Tecnólogo,Sudeste,1,1,2023
Desenvolvimento De Software Multiplataforma,Privada,Tecnólogo,Sudeste,1,1,2023
Desenvolvimento Full Stack,Privada,Tecnólogo,Centro-Oeste,42,9,2023
Desenvolvimento Full Stack,Privada,Tecnólogo,Sudeste,1211,186,2023
Desenvolvimento Full Stack,Privada,Tecnólogo,Sul,358,63,2023
Desenvolvimento Mobile,Privada,Tecnólogo,Centro-Oeste,92,67,2023
Desenvolvimento Mobile,Privada,Tecnólogo,Nordeste,5,1,2023
Desenvolvimento Mobile,Privada,Tecnólogo,Sudeste,191,87,2023
Desenvolvimento Mobile,Privada,Tecnólogo,Sul,688,358,2023
Desenvolvimento Para Web,Privada,Tecnólogo,Centro-Oeste,6,5,2023
Desenvolvimento Para Web,Privada,Tecnólogo,Sul,775,498,2023
Desenvolvimento Web,Privada,Tecnólogo,Centro-Oeste,173,98,2023
Desenvolvimento Web,Privada,Tecnólogo,Sudeste,212,96,2023
Design,Privada,Bacharelado,Sudeste,419,164,2023
Design,Privada,Tecnólogo,Nordeste,4,2,2023
Design De Animação,Privada,Bacharelado,Nordeste,22,15,2023
Design De Animação,Privada,Bacharelado,Sudeste,355,177,2023
Design De Animação,Privada,Bacharelado,Sul,52,23,2023
Design De Animação,Privada,Tecnólogo,Sudeste,174,144,2023
Design De Animação,Privada,Tecnólogo,Sul,869,200,2023
Design De Games,Privada,Bacharelado,Nordeste,12,5,2023
Design De Games,Privada,Bacharelado,Sudeste,270,110,2023
Design De Games,Privada,Bacharelado,Sul,60,18,2023
Design De Games,Privada,Tecnólogo,Sul,227,78,2023
Design De Interiores,Privada,Tecnólogo,Centro-Oeste,561,303,2023
Design De Interiores,Privada,Tecnólogo,Nordeste,503,275,2023
Design De Interiores,Privada,Tecnólogo,Norte,21,14,2023
Design De Interiores,Privada,Tecnólogo,Sudeste,3656,1738,2023
Design De Interiores,Privada,Tecnólogo,Sul,10181,5620,2023
Design De Moda,Privada,Tecnólogo,Centro-Oeste,373,209,2023
Design De Moda,Privada,Tecnólogo,Nordeste,91,35,2023
Design De Moda,Privada,Tecnólogo,Sudeste,1872,759,2023
Design De Moda,Privada,Tecnólogo,Sul,6515,3605,2023
Design De Produto,Privada,Tecnólogo,Nordeste,4,3,2023
Design De Produto,Privada,Tecnólogo,Sudeste,341,111,2023
Design De Produto,Privada,Tecnólogo,Sul,719,263,2023
Design Digital,Privada,Tecnólogo,Sul,94,8,2023
Design Editorial,Privada,Tecnólogo,Sul,131,38,2023
Design Educacional,Privada,Tecnólogo,Nordeste,4,3,2023
Design Educacional,Pública,Tecnólogo,Sudeste,33,8,2023
Design Gráfico,Privada,Tecnólogo,Centro-Oeste,698,408,2023
Design Gráfico,Privada,Tecnólogo,Nordeste,157,57,2023
Design Gráfico,Privada,Tecnólogo,Sudeste,4672,1990,2023
Design Gráfico,Privada,Tecnólogo,Sul,10785,4195,2023
Design Gráfico E Digital,Privada,Tecnólogo,Sudeste,368,172,2023
Design Musical,Privada,Tecnólogo,Sul,637,372,2023
Desing Experiência Do Usuário,Privada,Tecnólogo,Sudeste,26,0,2023
Despachante Documentalista,Privada,Tecnólogo,Sudeste,58,0,2023
Despachante Documentalista,Privada,Tecnólogo,Sul,2446,607,2023
Devops,Privada,Tecnólogo,Centro-Oeste,95,55,2023
Devops,Privada,Tecnólogo,Sudeste,149,62,2023
Devops,Privada,Tecnólogo,Sul,291,170,2023
Digital Security,Privada,Tecnólogo,Nordeste,106,36,2023
Digital Security,Privada,Tecnólogo,Norte,6,2,2023
Digital Security,Privada,Tecnólogo,Sudeste,2,0,2023
E-Commerce,Privada,Tecnólogo,Nordeste,11,0,2023
Economia Da Influência Digital,Privada,Tecnólogo,Sul,60,0,2023
Educador Social,Privada,Tecnólogo,Sul,1003,288,2023
Educação Do Campo,Pública,Licenciatura,Nordeste,243,37,2023
Educação Especial,Privada,Licenciatura,Centro-Oeste,166,90,2023
Educação Especial,Privada,Licenciatura,Nordeste,3,1,2023
Educação Especial,Privada,Licenciatura,Sudeste,1722,501,2023
Educação Especial,Privada,Licenciatura,Sul,9735,3287,2023
Educação Especial,Pública,Licenciatura,Sudeste,316,56,2023
Educação Financeira,Privada,Tecnólogo,Sudeste,37,0,2023
Educação Física,Privada,Bacharelado,Centro-Oeste,3205,1610,2023
Educação Física,Privada,Bacharelado,Nordeste,4363,905,2023
Educação Física,Privada,Bacharelado,Norte,118,72,2023
Educação Física,Privada,Bacharelado,Sudeste,26821,11263,2023
Educação Física,Privada,Bacharelado,Sul,74713,41001,2023
Educação Física,Privada,Licenciatura,Centro-Oeste,1289,667,2023
Educação Física,Privada,Licenciatura,Nordeste,749,280,2023
Educação Física,Privada,Licenciatura,Norte,305,33,2023
Educação Física,Privada,Licenciatura,Sudeste,6323,2588,2023
Educação Física,Privada,Licenciatura,Sul,36987,20753,2023
Educação Física,Pública,Bacharelado,Sul,32,15,2023
Educação Física,Pública,Licenciatura,Centro-Oeste,140,0,2023
Educação Física,Pública,Licenciatura,Nordeste,1123,176,2023
Educação Física,Pública,Licenciatura,Norte,240,4,2023
Educação Física,Pública,Licenciatura,Sudeste,307,59,2023
Educação Física,Pública,Licenciatura,Sul,12,7,2023
Educação Profissional E Tecnológica,Pública,Licenciatura,Sul,43,0,2023
Eletrotécnica Industrial,Privada,Tecnólogo,Sudeste,6,3,2023
Eletrônica Industrial,Privada,Tecnólogo,Sudeste,9,0,2023
Eletrônica Industrial,Privada,Tecnólogo,Sul,5,3,2023
Embelezamento E Imagem Pessoal,Privada,Tecnólogo,Sul,207,126,2023
Empreendedorismo,Privada,Tecnólogo,Centro-Oeste,145,74,2023
Empreendedorismo,Privada,Tecnólogo,Nordeste,65,20,2023
Empreendedorismo,Privada,Tecnólogo,Sudeste,1699,744,2023
Empreendedorismo,Privada,Tecnólogo,Sul,1979,1179,2023
Empreendedorismo Digital,Privada,Tecnólogo,Nordeste,66,26,2023
Empreendedorismo Digital,Privada,Tecnólogo,Norte,10,7,2023
Empreendedorismo Digital,Privada,Tecnólogo,Sudeste,4,1,2023
Empreendedorismo E Novos Negócios,Privada,Tecnólogo,Centro-Oeste,72,50,2023
Empreendedorismo E Novos Negócios,Privada,Tecnólogo,Sudeste,125,68,2023
Empreendedorismo E Novos Negócios,Privada,Tecnólogo,Sul,383,242,2023
Empreendedorismo Educacional,Privada,Tecnólogo,Sul,23,9,2023
Energias Renováveis,Privada,Tecnólogo,Sudeste,28,0,2023
Energias Renováveis,Privada,Tecnólogo,Sul,1529,568,2023
Energias Renováveis,Pública,Tecnólogo,Nordeste,89,11,2023
Enfermagem,Privada,Bacharelado,Centro-Oeste,2806,2150,2023
Enfermagem,Privada,Bacharelado,Nordeste,3038,1036,2023
Enfermagem,Privada,Bacharelado,Norte,1251,51,2023
Enfermagem,Privada,Bacharelado,Sudeste,18206,6576,2023
Enfermagem,Privada,Bacharelado,Sul,70742,44442,2023
Engenharia,Pública,Bacharelado,Sudeste,26,12,2023
Engenharia Agronômica,Privada,Bacharelado,Centro-Oeste,142,40,2023
Engenharia Agronômica,Privada,Bacharelado,Nordeste,6,0,2023
Engenharia Agronômica,Privada,Bacharelado,Sudeste,148,68,2023
Engenharia Agronômica,Privada,Bacharelado,Sul,3447,881,2023
Engenharia Ambiental,Privada,Bacharelado,Centro-Oeste,12,3,2023
Engenharia Ambiental,Privada,Bacharelado,Nordeste,80,31,2023
Engenharia Ambiental,Privada,Bacharelado,Sudeste,2851,1092,2023
Engenharia Ambiental,Privada,Bacharelado,Sul,1494,532,2023
Engenharia Ambiental,Pública,Bacharelado,Sul,15,5,2023
Engenharia Ambiental E Sanitária,Privada,Bacharelado,Centro-Oeste,226,97,2023
Engenharia Ambiental E Sanitária,Privada,Bacharelado,Sudeste,983,194,2023
Engenharia Ambiental E Sanitária,Privada,Bacharelado,Sul,2813,1024,2023
